VOYAGE DE NICOLAS KLIMIUS DANS LE MONDE SOUTERRAIN, CONTENANT UNE NOUVELLE TEORIE DE LA TERRE, ET L'HISTOIRE D'UNE CINQUIÊME MONARCHIE INCONNUE JUSQU' A'-PRESENT. 	VOYAGE DE NICOLAS KLIMIUS DANS LE MONDE SOUTERRAIN, CONTENANT UNE NOUVELLE THÉORIE DE LA TERRE, ET L'HISTOIRE D'UNE CINQUIÈME MONARCHIE INCONNUE JUSQU'À PRÉSENT.
Ouvrage tiré de la Bibliothéque de Mr. 	Ouvrage tiré de la Bibliothèque de Mr.
B. 	B.
ABELIN;	ABELIN;
et traduit du Latin par Mr. 	et traduit du Latin par Mr.
DE MAUVILLON. 	DE MAUVILLON.
A COPENHAGUE CHEZ JACQUES PREUSS M DCC XLI. 	À COPENHAGUE CHEZ JACQUES PREUSS M DCC XLI.
PREFACE DU TRADUCTEUR. 	PRÉFACE DU TRADUCTEUR.
L' ouvrage, dont je donne ici la traduction eſt une allégorie des plus ingénieuſes que j'aye encore vu :	L'ouvrage, dont je donne ici la traduction est une allégorie des plus ingénieuses que j'aie encore vu:
je ſuis fort trompé ou le Public en portera le même jugement. 	je suis fort trompé ou le Public en portera le même jugement.
On y remarque un feu d’imagination peu ordinaire, une cenſure fine & délicate des mœurs des Hommes ſurtout des Européens qui, quoiqu'ils ſe glorifient de pluſieurs avantages, ne valent peutétre pas mieux que les Peuples qu’il leur plait d'apeller infidèles & barbares. 	On y remarque un feu d'imagination peu ordinaire, une censure fine et délicate des mœurs des Hommes surtout des Européens qui, quoiqu'ils se glorifient de plusieurs avantages, ne valent peut-être pas mieux que les Peuples qu'il leur plait d'appeler infidèles et barbares.
Si c’eſt un préjugé favorable pour l’ouvrage que le plaiſir que j’ai eu à le traduire, je ſuis tenté de croire qu’il plaira :	Si c'est un préjugé favorable pour l'ouvrage que le plaisir que j'ai eu à le traduire, je suis tenté de croire qu'il plaira:
Mais comme je ſai fort bien qu'un Original a des graces qu’il eſt quelquefois difficile d'atraper dans une traduction, je dois prendre ſur mon compte les défauts de celle-ci;	Mais comme je sais fort bien qu'un Original a des grâces qu'il est quelquefois difficile d'attraper dans une traduction, je dois prendre sur mon compte les défauts de celle-ci;
d’autant plus que, pour lui donner un air François, j'ai pris la liberté de m’écarter, mais fort rarement, des expreſſions de mon Auteur, & d’en ſubſtituer d’autres, qui en faiſant le même ſens, forment un tour un peu différent. 	d'autant plus que, pour lui donner un air Français, j'ai pris la liberté de m'écarter, mais fort rarement, des expressions de mon Auteur, et d'en substituer d'autres, qui en faisant le même sens, forment un tour un peu différent.
Je l’ai fait à bonne intention, & ſi je n’ai pas réuſſi, on ne doit s’en prendre qu’à moi;	Je l'ai fait à bonne intention, et si je n'ai pas réussi, on ne doit s'en prendre qu'à moi;
car, outre que l'Original eſt écrit d’un ſtile très-pur, & très-beau par raport à la Latinité, il eſt encore rempli d’un badinages trèsfin, & de mille agrémens qu'il eſt bien plus aiſé de ſentir que d’exprimer. 	car, outre que l'Original est écrit d'un style très-pur, et très-beau par rapport à la Latinité, il est encore rempli d'un badinages très-fin, et de mille agréments qu'il est bien plus aisé de sentir que d'exprimer.
Les fautes d’impreſſion, ne m’ont pas paru aſſés conſidérables pour mériter un Errata. 	Les fautes d'impression, ne m'ont pas paru assez considérables pour mériter un Errata.
La plus importante eſt à la pag. 347. lig. 16. où on lit - - - En partant de notre camp, qu’ils y reviendroient chercher de plus amples inſtructions;	La plus importante est à la pag. 347. lig. 16. où on lit - - - En partant de notre camp, qu'ils y reviendraient chercher de plus amples instructions;
& où il faut lire . . . 	et où il faut lire…
En partant de notre Camp, qu’ils y reviendroient, & qu'ils alloient ſeulement chercher de plus amples inſtructions. 	En partant de notre Camp, qu'ils y reviendraient, et qu'ils allaient seulement chercher de plus amples instructions.
C'eſt ainſi qu’on liſoit dans ma copie, que j’avois écrite avec toute, l'exactitude poſſible;	C'est ainsi qu'on lisait dans ma copie, que j'avais écrite avec toute, l'exactitude possible;
& à cet égard, comme à l’égard de quelques autres fautes plus légères, j'eſpère que les perſonnes raiſonnables ne me feront point de procés. 	et à cet égard, comme à l'égard de quelques autres fautes plus légères, j'espère que les personnes raisonnables ne me feront point de procès.
Il n'en eſt pas de même par raport à mon ſtile, c’eſt à moi d’en répondre, & non pas à l'Imprimeur. 	Il n'en est pas de même par rapport à mon style, c'est à moi d'en répondre, et non pas à l'Imprimeur.
Ceux qui s’y connoiſſent ne le trouveront peutétre pas plus mauvais, que celui de quelques autres Ouvrages, qui ſont ſortis de ma plume, & qui ont eu le bonheur de plaire. 	Ceux qui s'y connaissent ne le trouveront peut-être pas plus mauvais, que celui de quelques autres Ouvrages, qui sont sortis de ma plume, et qui ont eu le bonheur de plaire.
Ceux qui ne s’y connoiſſent pas, & qui toutefois en raiſonnent pour ſe donner du relief, ne valent pas la peine que je faſſe attention à leur Critique. 	Ceux qui ne s'y connaissent pas, et qui toutefois en raisonnent pour se donner du relief, ne valent pas la peine que je fasse attention à leur Critique.
Ce ſont des gens qui parlent à tort & à travers, & je fais cas de leurs injures comme Socrate en pouvoit faire de celles des petitsGalopins d'Athénes. 	Ce sont des gens qui parlent à tort et à travers, et je fais cas de leurs injures comme Socrate en pouvait faire de celles des petits Galopins d'Athènes.
Quelque Chicaneur pourra bien me reprocher que je me compare à ce Sage :	Quelque Chicaneur pourra bien me reprocher que je me compare à ce Sage:
alte-là, Monſieur le chicaneur, je ne parle que du mépris des injures, & pour vous montrer que je n’ai pas autant de vanité que vous penſez, je vous avouerai, que ce mépris eſt plûtôt une ſuite de la mauvaiſe opinion que j’ai de certains Ecrivains, que l’effet de ma généroſité. 	halte-là, Monsieur le chicaneur, je ne parle que du mépris des injures, et pour vous montrer que je n'ai pas autant de vanité que vous pensez, je vous avouerai, que ce mépris est plutôt une suite de la mauvaise opinion que j'ai de certains Écrivains, que l'effet de ma générosité.
Ceux qui ſont au fait m’entendront de reſte, en tout cas je m’expliquerai mieux une autrefois;	Ceux qui sont au fait m'entendront de reste, en tout cas je m'expliquerai mieux une autrefois;
& ceux qui me connoiſſent :	et ceux qui me connaissent:
ſavent bien que je ne ſuis pas fâché d’étre critiqué par des gens raiſonnables. 	savent bien que je ne suis pas fâché d'être critiqué par des gens raisonnables.
VOYAGE DE NICOLAS KLIMIUS DANS LA RE'GION SOUTERRAINE. 	VOYAGE DE NICOLAS KLIMIUS DANS LA RÉGION SOUTERRAINE.
CHAP. 	CHAP.
I. 	I.
DESCENTE DE L’AUTEUR DANS LES ABÎMES. 	DESCENTE DE L'AUTEUR DANS LES ABÎMES.
