MAdemoiselle, C'eſt vne Fille à qui Rome a eſleué des Statuës, qui s'en va dire à VOSTRE ALTESSE que vous meritez d'en auoir:	MAdemoiselle, C’est une Fille à qui Rome a élevé des Statues, qui s’en va dire à VOSTRE ALTESSE que vous méritez d’en avoir:
& que ſi nous eſtions encore en vn temps où la vertu fuſt recompensée, la voſtre vous feroit obtenir des Autels, de la reconnoiſſance Publique.	et que si nous étions encore en un temps où la vertu fût récompensée, la vôtre vous ferait obtenir des Autels, de la reconnaissance Publique.
En effet, comme peu de Princeſſes ont vne Naiſſance auſſi illuſtre que vous l'auez, moins encore ont voſtre vertu:	En effet, comme peu de Princesses ont une Naissance aussi illustre que vous l’avez, moins encore ont votre vertu:
& quoy qu'il y ait eu des Reſtaurateurs de l'Eſtat dans voſtre Maiſon, & qu'il y ait des Heros dans voſtre Alliance;	et quoiqu’il y ait eu des Restaurateurs de l’État dans votre Maison, et qu’il y ait des Héros dans votre Alliance;
voſtre bonté vous rend encore plus conſiderable que voſtre Grandeur.	votre bonté vous rend encore plus considérable que votre Grandeur.
Oſeray-ie vous le dire MADEMOISELLE? la plus part des perſonnes de voſtre condition, manquent d'vne qualité ſi neceſſaire:	Oserai-je vous le dire MADEMOISELLE? la plupart des personnes de votre condition, manquent d’une qualité si nécessaire:
elles naiſſent dans vn ſi grand eſclat, qu'elles s'en eſbloüiſſent elles meſmes:	elles naissent dans un si grand éclat, qu’elles s’en éblouissent elles-mêmes:
& les Flateurs qui les aprochent, corrompant leurs belles inclinations, leur perſuadent qu'elles ne ſont plus ce que nous ſommes;	et les Flatteurs qui les approchent, corrompant leurs belles inclinations, leur persuadent qu’elles ne sont plus ce que nous sommes;
qu'elles doiuent auoir des Regles à part;	qu’elles doivent avoir des Règles à part;
& que la bonté eſt vne vertu populaire, qui ne doit point aprocher des Throſnes ny des Baluſtres.	et que la bonté est une vertu populaire, qui ne doit point approcher des Trônes ni des Balustres.
Mais comme vos ſentimens ſont plus Nobles & plus equitables, vous ſuiuez des Maximes plus humaines:	Mais comme vos sentiments sont plus Nobles et plus équitables, vous suivez des Maximes plus humaines:
