LES LIAISONS DANGEREUSES OU LETTRES	LES LIAISONS DANGEREUSES OU LETTRES
Recueillies dans une société, & publiées pour l'instruction de quelques autres.	Recueillies dans une société, et publiées pour l'instruction de quelques autres.
Par M. C..... DE L...	Par M. C..... DE L...
J’ai vu les mœurs de mon temps, & j’ai publié ces Lettres.	J’ai vu les mœurs de mon temps, et j’ai publié ces Lettres.
J. J. ROUSSEAU, Préf. De la Nouvelle Héloïſe.	Jean-Jacques ROUSSEAU, Préface De la Nouvelle Héloïse.
CHODERLOS DE LACLOS	CHODERLOS DE LACLOS
A. AMSTERDAM;	À. AMSTERDAM;
Et ſe trouve à PARIS,	Et se trouve à PARIS,
Chez DURAND Neveu, Libraire, à la Sageſſe, rue Galande	Chez DURAND Neveu, Libraire, à la Sagesse, rue Galande
M. DCC. LXXXII	M. DCC. LXXXII
TU vois, ma bonne amie, que je te tiens parole, & que les bonnets & les pompons ne prennent pas tout mon temps; il m’en reſtera toujours pour toi.	TU vois, ma bonne amie, que je te tiens parole, et que les bonnets et les pompons ne prennent pas tout mon temps; il m’en restera toujours pour toi.
J’ai pourtant vu plus de parures dans cette ſeule journée que dans les quatre ans que nous avons paſſés enſemble;	J’ai pourtant vu plus de parures dans cette seule journée que dans les quatre ans que nous avons passés ensemble;
& je crois que la ſuperbe Tanville (I) aura plus de chagrin à ma premiere viſite, où je compte bien la demander, qu’elle n’a cru nous en faire toutes les fois qu’elle eſt venue nous voir in fiocchi.	et je crois que la superbe Tanville (I) aura plus de chagrin à ma première visite, où je compte bien la demander, qu’elle n’a cru nous en faire toutes les fois qu’elle est venue nous voir in fiocchi.
(I) Penſionnaire du même Couvent.	(I) Pensionnaire du même couvent.
Maman m’a conſultée ſur tout; elle me traite beaucoup moins en penſionnaire que par le paſſé.	Maman m’a consultée sur tout; elle me traite beaucoup moins en pensionnaire que par le passé.
J’ai une Femme-de-chambre à moi;	J’ai une femme de chambre à moi;
j’ai une chambre & un cabinet dont je diſpoſe, & je t’écris à un ſecrétaire très-joli, dont on m’a remis la clef, & où je peux renfermer tout ce que je veux.	j’ai une chambre et un cabinet dont je dispose, et je t’écris à un secrétaire très joli, dont on m’a remis la clef, et où je peux renfermer tout ce que je veux.
Maman m’a dit que je la verrois tous les jours à ſon lever;	Maman m’a dit que je la verrais tous les jours à son lever;
qu’il ſuffiſoit que je fuſſe coiffée pour dîner, parce que nous ſerions toujours ſeules, & qu’elle me diroit chaque jour l’heure où je devois l’aller joindre l’après midi.	qu’il suffisoit que je fusse coiffée pour dîner, parce que nous serions toujours seules, et qu’elle me dirait chaque jour l’heure où je devais l’aller joindre l’après-midi.
